2025-08-10 21:33:20,206 - root - ERROR - log_user_action:144 - Failed to log user action: database is locked
2025-08-10 21:36:00,014 - root - ERROR - log_user_action:144 - Failed to log user action: database is locked
2025-08-10 21:37:36,257 - root - ERROR - log_user_action:144 - Failed to log user action: database is locked
2025-08-10 21:38:34,461 - root - ERROR - log_user_action:144 - Failed to log user action: database is locked
2025-08-10 22:00:08,140 - root - ERROR - log_user_action:144 - Failed to log user action: database is locked
2025-08-10 22:01:33,495 - root - ERROR - log_user_action:144 - Failed to log user action: database is locked
2025-08-12 17:29:43,434 - root - ERROR - log_dml_error:101 - DML Error - Operation: CREATE, Table: bills, Error: UNIQUE constraint failed: bills.user_id, bills.bill_number, User: 2, Data: {'customer_name': None, 'total_amount': 498.75, 'item_count': 0}...
2025-08-12 17:30:03,631 - root - ERROR - log_dml_error:122 - Failed to log to database: database is locked
2025-08-12 17:44:25,309 - root - ERROR - log_dml_error:101 - DML Error - Operation: CREATE, Table: bills, Error: UNIQUE constraint failed: bills.user_id, bills.bill_number, User: 2, Data: {'customer_name': None, 'total_amount': 446.25, 'item_count': 0}...
2025-08-12 17:44:45,498 - root - ERROR - log_dml_error:122 - Failed to log to database: database is locked
2025-08-12 17:51:55,514 - root - ERROR - log_dml_error:101 - DML Error - Operation: CREATE, Table: bills, Error: UNIQUE constraint failed: bills.user_id, bills.bill_number, User: 2, Data: {'customer_name': None, 'total_amount': 682.5, 'item_count': 0}...
2025-08-12 17:52:17,274 - root - ERROR - log_dml_error:122 - Failed to log to database: database is locked
2025-08-12 17:55:59,471 - root - ERROR - log_dml_error:101 - DML Error - Operation: CREATE, Table: bills, Error: UNIQUE constraint failed: bills.user_id, bills.bill_number, User: 2, Data: {'customer_name': None, 'total_amount': 367.5, 'item_count': 0}...
2025-08-12 17:56:21,084 - root - ERROR - log_dml_error:122 - Failed to log to database: database is locked
2025-08-12 18:34:11,328 - root - ERROR - log_dml_error:101 - DML Error - Operation: CREATE, Table: bills, Error: UNIQUE constraint failed: bills.user_id, bills.bill_number, User: 12, Data: {'customer_name': None, 'total_amount': 94.5, 'item_count': 0}...
2025-08-12 18:34:33,196 - root - ERROR - log_dml_error:122 - Failed to log to database: database is locked
2025-08-18 02:30:54,319 - root - ERROR - extract_text_from_image:5569 - Error extracting text from image: tesseract is not installed or it's not in your PATH. See README file for more information.
2025-08-18 02:30:56,402 - root - ERROR - extract_text_from_image:5569 - Error extracting text from image: tesseract is not installed or it's not in your PATH. See README file for more information.
2025-08-18 02:30:56,428 - root - ERROR - extract_text_from_image:5569 - Error extracting text from image: tesseract is not installed or it's not in your PATH. See README file for more information.
2025-08-18 02:30:58,502 - root - ERROR - extract_text_from_image:5569 - Error extracting text from image: tesseract is not installed or it's not in your PATH. See README file for more information.
2025-08-18 02:55:06,255 - root - ERROR - extract_text_from_image:5569 - Error extracting text from image: tesseract is not installed or it's not in your PATH. See README file for more information.
2025-08-18 02:55:06,610 - root - ERROR - extract_text_from_image:5569 - Error extracting text from image: tesseract is not installed or it's not in your PATH. See README file for more information.
2025-08-18 02:55:06,615 - root - ERROR - extract_text_from_image:5569 - Error extracting text from image: tesseract is not installed or it's not in your PATH. See README file for more information.
2025-08-18 02:55:06,621 - root - ERROR - extract_text_from_image:5569 - Error extracting text from image: tesseract is not installed or it's not in your PATH. See README file for more information.
2025-08-18 02:55:06,630 - root - ERROR - extract_text_from_image:5569 - Error extracting text from image: tesseract is not installed or it's not in your PATH. See README file for more information.
2025-08-18 02:55:06,631 - root - ERROR - extract_text_from_image:5569 - Error extracting text from image: tesseract is not installed or it's not in your PATH. See README file for more information.
2025-08-18 02:55:06,641 - root - ERROR - extract_text_from_image:5569 - Error extracting text from image: tesseract is not installed or it's not in your PATH. See README file for more information.
2025-08-18 02:55:06,928 - root - ERROR - extract_text_from_image:5569 - Error extracting text from image: Could not read image file
2025-08-18 02:55:06,995 - root - ERROR - extract_text_from_image:5569 - Error extracting text from image: tesseract is not installed or it's not in your PATH. See README file for more information.
2025-08-18 02:55:06,996 - root - ERROR - extract_text_from_image:5569 - Error extracting text from image: tesseract is not installed or it's not in your PATH. See README file for more information.
2025-08-18 02:55:07,012 - root - ERROR - extract_text_from_image:5569 - Error extracting text from image: tesseract is not installed or it's not in your PATH. See README file for more information.
2025-08-18 02:55:07,013 - root - ERROR - extract_text_from_image:5569 - Error extracting text from image: tesseract is not installed or it's not in your PATH. See README file for more information.
2025-08-18 02:55:07,030 - root - ERROR - extract_text_from_image:5569 - Error extracting text from image: tesseract is not installed or it's not in your PATH. See README file for more information.
2025-08-18 02:55:07,267 - root - ERROR - extract_text_from_image:5569 - Error extracting text from image: tesseract is not installed or it's not in your PATH. See README file for more information.
2025-08-18 02:55:07,360 - root - ERROR - extract_text_from_image:5569 - Error extracting text from image: tesseract is not installed or it's not in your PATH. See README file for more information.
2025-08-18 02:55:07,365 - root - ERROR - extract_text_from_image:5569 - Error extracting text from image: tesseract is not installed or it's not in your PATH. See README file for more information.
2025-08-18 02:55:07,384 - root - ERROR - extract_text_from_image:5569 - Error extracting text from image: tesseract is not installed or it's not in your PATH. See README file for more information.
2025-08-18 02:55:07,385 - root - ERROR - extract_text_from_image:5569 - Error extracting text from image: tesseract is not installed or it's not in your PATH. See README file for more information.
2025-08-18 02:55:07,385 - root - ERROR - extract_text_from_image:5569 - Error extracting text from image: tesseract is not installed or it's not in your PATH. See README file for more information.
2025-08-18 02:55:07,605 - root - ERROR - extract_text_from_image:5569 - Error extracting text from image: tesseract is not installed or it's not in your PATH. See README file for more information.
2025-08-18 02:55:07,673 - root - ERROR - extract_text_from_image:5569 - Error extracting text from image: Could not read image file
2025-08-18 02:55:07,714 - root - ERROR - extract_text_from_image:5569 - Error extracting text from image: tesseract is not installed or it's not in your PATH. See README file for more information.
2025-08-18 02:55:07,740 - root - ERROR - extract_text_from_image:5569 - Error extracting text from image: tesseract is not installed or it's not in your PATH. See README file for more information.
2025-08-18 02:55:07,740 - root - ERROR - extract_text_from_image:5569 - Error extracting text from image: tesseract is not installed or it's not in your PATH. See README file for more information.
2025-08-18 02:55:07,740 - root - ERROR - extract_text_from_image:5569 - Error extracting text from image: tesseract is not installed or it's not in your PATH. See README file for more information.
2025-08-18 02:55:07,940 - root - ERROR - extract_text_from_image:5569 - Error extracting text from image: tesseract is not installed or it's not in your PATH. See README file for more information.
2025-08-18 02:55:08,007 - root - ERROR - extract_text_from_image:5569 - Error extracting text from image: tesseract is not installed or it's not in your PATH. See README file for more information.
2025-08-18 02:55:08,048 - root - ERROR - extract_text_from_image:5569 - Error extracting text from image: tesseract is not installed or it's not in your PATH. See README file for more information.
2025-08-18 02:55:08,096 - root - ERROR - extract_text_from_image:5569 - Error extracting text from image: tesseract is not installed or it's not in your PATH. See README file for more information.
2025-08-18 02:55:08,096 - root - ERROR - extract_text_from_image:5569 - Error extracting text from image: tesseract is not installed or it's not in your PATH. See README file for more information.
2025-08-18 02:55:08,096 - root - ERROR - extract_text_from_image:5569 - Error extracting text from image: tesseract is not installed or it's not in your PATH. See README file for more information.
2025-08-18 02:55:08,277 - root - ERROR - extract_text_from_image:5569 - Error extracting text from image: tesseract is not installed or it's not in your PATH. See README file for more information.
2025-08-18 02:55:08,341 - root - ERROR - extract_text_from_image:5569 - Error extracting text from image: tesseract is not installed or it's not in your PATH. See README file for more information.
2025-08-18 02:55:08,385 - root - ERROR - extract_text_from_image:5569 - Error extracting text from image: tesseract is not installed or it's not in your PATH. See README file for more information.
2025-08-18 02:55:08,452 - root - ERROR - extract_text_from_image:5569 - Error extracting text from image: tesseract is not installed or it's not in your PATH. See README file for more information.
2025-08-18 02:55:08,452 - root - ERROR - extract_text_from_image:5569 - Error extracting text from image: tesseract is not installed or it's not in your PATH. See README file for more information.
2025-08-18 02:55:08,452 - root - ERROR - extract_text_from_image:5569 - Error extracting text from image: tesseract is not installed or it's not in your PATH. See README file for more information.
2025-08-18 02:55:08,610 - root - ERROR - extract_text_from_image:5569 - Error extracting text from image: tesseract is not installed or it's not in your PATH. See README file for more information.
2025-08-18 02:55:08,674 - root - ERROR - extract_text_from_image:5569 - Error extracting text from image: tesseract is not installed or it's not in your PATH. See README file for more information.
2025-08-18 02:55:08,717 - root - ERROR - extract_text_from_image:5569 - Error extracting text from image: tesseract is not installed or it's not in your PATH. See README file for more information.
2025-08-18 02:55:08,816 - root - ERROR - extract_text_from_image:5569 - Error extracting text from image: tesseract is not installed or it's not in your PATH. See README file for more information.
2025-08-18 02:55:08,817 - root - ERROR - extract_text_from_image:5569 - Error extracting text from image: tesseract is not installed or it's not in your PATH. See README file for more information.
2025-08-18 02:55:08,817 - root - ERROR - extract_text_from_image:5569 - Error extracting text from image: tesseract is not installed or it's not in your PATH. See README file for more information.
2025-08-18 02:55:08,954 - root - ERROR - extract_text_from_image:5569 - Error extracting text from image: tesseract is not installed or it's not in your PATH. See README file for more information.
2025-08-18 02:55:09,018 - root - ERROR - extract_text_from_image:5569 - Error extracting text from image: tesseract is not installed or it's not in your PATH. See README file for more information.
2025-08-18 02:55:09,063 - root - ERROR - extract_text_from_image:5569 - Error extracting text from image: tesseract is not installed or it's not in your PATH. See README file for more information.
2025-08-18 02:55:09,196 - root - ERROR - extract_text_from_image:5569 - Error extracting text from image: tesseract is not installed or it's not in your PATH. See README file for more information.
